energy,homogeneity,dissimilarity,correlation,contrast,label
0.02157967306507659,0.15483019365630968,7.724591780128339,0.9009597790758939,124.86596596204416,Acne and Rosacea Photos
0.018386905177310637,0.1495319258195479,9.599711324733908,0.8453499294113231,237.7966087089159,Acne and Rosacea Photos
0.019634991194646567,0.13110668801651024,10.105269434170696,0.807183880008412,232.29783827876437,Acne and Rosacea Photos
0.024915183228460022,0.13450625769400426,8.686705640629793,0.806231367440034,174.46267750076348,Acne and Rosacea Photos
0.035521537862445635,0.19222033457240328,7.134907249500941,0.9564402005002096,133.26247741996343,Acne and Rosacea Photos
0.02953240853167292,0.2558955973460907,5.015754679868494,0.9631501924911093,68.88222122296166,Acne and Rosacea Photos
0.03426584471964241,0.20600945484757655,7.225065459354186,0.9823677766659902,120.19557675877523,Acne and Rosacea Photos
0.021014679883356615,0.19045741714187972,7.18729237348974,0.9183069031982257,147.31673229083424,Acne and Rosacea Photos
0.12217059507650727,0.3040236455564327,8.867325339672943,0.9513137476498316,284.50747963666913,Acne and Rosacea Photos
0.024240006255298763,0.1829045058891198,11.777448132338394,0.9568952959438737,352.4125364403071,Acne and Rosacea Photos
0.03823171722672233,0.23797597149887395,9.610057718555021,0.9632145845076718,253.25663720984753,Acne and Rosacea Photos
0.22335084638048291,0.34612832735359755,6.266482027645024,0.9517158735765042,112.6572109581703,Acne and Rosacea Photos
0.02934073797741368,0.23671430041808972,5.4731542860740126,0.9267178988481866,75.09162859550338,Acne and Rosacea Photos
0.015519975570041712,0.11147478176495142,10.389356505921516,0.9069231678242515,225.5441876746389,Acne and Rosacea Photos
0.02067472382436846,0.16762533199968155,7.110354538071784,0.9307241034987636,113.3506507702937,Acne and Rosacea Photos
0.014226276329063457,0.10206303053419581,11.969874879735109,0.8950982878681244,316.41758366662987,Acne and Rosacea Photos
0.02918371180014344,0.17456850737986254,11.573171319113538,0.9448299841328998,320.9888650205091,Acne and Rosacea Photos
0.027609166766996915,0.1690304886943651,11.557648563681084,0.9481210935545756,321.800735269785,Acne and Rosacea Photos
0.018002900288668633,0.12811514069530702,11.204994208774147,0.9222308050375523,285.19524124221397,Acne and Rosacea Photos
0.04067923403275121,0.1836921530231552,12.314092383534371,0.9304676335734707,399.6508291409831,Acne and Rosacea Photos
0.034302885275863275,0.18776535836814193,10.38823939719866,0.9472250344753943,280.5034462651908,Acne and Rosacea Photos
0.018802889694147975,0.10404467449807342,11.529077286135596,0.7009094368877523,259.91686715266326,Acne and Rosacea Photos
0.019721498289756348,0.08994343315873393,16.061095890386046,0.7521424794180169,510.26846162939324,Acne and Rosacea Photos
0.03140308936343913,0.17900675581764933,10.637689060795745,0.9456615678985251,260.35274925773797,Acne and Rosacea Photos
0.024008898195074554,0.1651963562566993,7.557998482002359,0.9168888585939222,129.71944518587193,Acne and Rosacea Photos
0.015410883499157115,0.10462528543370528,11.91319676540238,0.8111336278137676,298.53784797374897,Acne and Rosacea Photos
0.02238958816264643,0.15614540721011527,7.871635556043275,0.89497860015867,143.93454848344766,Acne and Rosacea Photos
0.022842428771232513,0.13378262211274727,8.622884099656362,0.8005052047681205,151.86915215196683,Acne and Rosacea Photos
0.03000905958191436,0.1516408411402004,9.062945803311957,0.925926821300412,196.64500401204776,Acne and Rosacea Photos
0.026458806518252095,0.19102202078134545,6.113154302822385,0.880784802740296,85.71525379248808,Acne and Rosacea Photos
0.020420368236039994,0.14896566864978084,8.262913118751982,0.8955963328915875,144.25724003274254,Acne and Rosacea Photos
0.021484273336321705,0.17470455377733127,7.791681909215438,0.925394852468311,133.9590838778286,Acne and Rosacea Photos
0.015182242521470367,0.13735430007158322,9.531859417400812,0.9333356938842634,189.03001927061925,Acne and Rosacea Photos
0.020366985218360372,0.14937453850465884,8.214533955149399,0.900520678324787,144.21532417971002,Acne and Rosacea Photos
0.013387471005893322,0.09310227988901534,13.995657904699051,0.8383836777367214,418.4373487554446,Acne and Rosacea Photos
0.013308401250490471,0.10262221575219316,11.832611808264845,0.8939285393793804,302.8418908514657,Acne and Rosacea Photos
0.016974471901782875,0.09017441602940868,12.789583239390629,0.6567962822123276,302.4486002986439,Acne and Rosacea Photos
0.017526196575626454,0.12391423853832784,10.797412203377679,0.8710235196743147,290.3921141694312,Acne and Rosacea Photos
0.015454029937800854,0.1302226402069349,10.332756795694243,0.9092652532851115,240.26842537402464,Acne and Rosacea Photos
0.017296807254164947,0.13101763259076324,10.30553049000498,0.8897524986053368,222.30732546110917,Acne and Rosacea Photos
0.01844313278448859,0.16091219355323835,10.050057554334078,0.9004761268277017,258.17486491487466,Acne and Rosacea Photos
0.12610270276820806,0.3903383502652178,3.0422140288470656,0.9896158855031287,28.303143557880585,Acne and Rosacea Photos
0.01680392270657889,0.13451531181158588,9.077877875017638,0.9129802180481997,177.24285147347456,Acne and Rosacea Photos
0.01362813433825181,0.11189252248956184,11.55078184210923,0.9091370498551458,281.4229334503419,Acne and Rosacea Photos
0.03295578101159177,0.19580041831409087,8.655492584480564,0.9714298017040106,215.094170658637,Acne and Rosacea Photos
0.0162008668735905,0.141505499635916,9.898782523798591,0.9377678112441115,220.01438879751964,Acne and Rosacea Photos
0.01389728784487498,0.12025308995357717,10.332597739571757,0.9328813935539573,218.47632265107535,Acne and Rosacea Photos
0.015235412649338469,0.12959340381321305,11.323334898012739,0.8940979238437422,312.92856818187295,Acne and Rosacea Photos
0.019671552842761435,0.1541418058912427,11.684420889667381,0.8316171288077443,395.21991173648684,Acne and Rosacea Photos
0.026175331906913304,0.24098385465752578,4.774495628424917,0.971756605417201,53.68070247668892,Acne and Rosacea Photos
0.03399573804531589,0.2845102749363154,4.458467376159064,0.9941938182114265,45.23288455941015,Acne and Rosacea Photos
0.019545964450786033,0.15575154742660932,7.25288622367703,0.9543698809464769,104.25976290521862,Acne and Rosacea Photos
0.026168801782918256,0.11186952749793193,10.582281272927089,0.46945229533823507,222.44389588547983,Acne and Rosacea Photos
0.02900834289972672,0.24263602613869395,4.303382688445781,0.9617642922288279,40.053306704496066,Acne and Rosacea Photos
0.02257344309263403,0.2442129166324154,5.15893850637371,0.9773476129327447,68.76236172327023,Acne and Rosacea Photos
0.02963325524160232,0.29737400590067065,3.270838357479299,0.9885605381823876,24.099833959156644,Acne and Rosacea Photos
